Posting_Date;Document_Date;Document_Header_Text;Material;Material_Description;Plant;Storage_Location;Movement_Type;Material_Document;Batch;Qty_in_Un_of_Entry;Kilos_Convertion;Unit_of_Entry;Entry_Date;Time_of_Entry;User_name;Base_Unit_of_Measure;Quantity;Amount_in_LC;Goods_recipient;
2024/04/12 00:00:00;2024/04/12 00:00:00;RS Dill 12.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519848;103625/094;-24.260;-24,260.0000;MT;2024/04/22 00:00:00;14:36:23;ID0857;MT;-24.260;0.00;211000076;
2024/04/12 00:00:00;2024/04/12 00:00:00;RS Dill 12.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519848;103625/094;-24.240;-24,240.0000;MT;2024/04/22 00:00:00;14:36:23;ID0857;MT;-24.240;0.00;211000076;
2024/04/11 00:00:00;2024/04/11 00:00:00;RS Dill 11.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519822;103625/094;-24.180;-24,180.0000;MT;2024/04/22 00:00:00;14:34:03;ID0857;MT;-24.180;0.00;211000076;
2024/04/11 00:00:00;2024/04/11 00:00:00;RS Dill 11.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519822;103625/094;-24.140;-24,140.0000;MT;2024/04/22 00:00:00;14:34:03;ID0857;MT;-24.140;0.00;211000076;
2024/04/11 00:00:00;2024/04/11 00:00:00;RS Dill 11.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519822;103625/094;-23.720;-23,720.0000;MT;2024/04/22 00:00:00;14:34:03;ID0857;MT;-23.720;0.00;211000076;
2024/04/11 00:00:00;2024/04/11 00:00:00;RS Dill 11.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519822;103625/094;-24.080;-24,080.0000;MT;2024/04/22 00:00:00;14:34:03;ID0857;MT;-24.080;0.00;211000076;
2024/04/09 00:00:00;2024/04/09 00:00:00;RS Dill 09.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519809;103625/094;-24.380;-24,380.0000;MT;2024/04/22 00:00:00;14:32:17;ID0857;MT;-24.380;0.00;211000076;
2024/04/09 00:00:00;2024/04/09 00:00:00;RS Dill 09.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519809;103625/094;-24.220;-24,220.0000;MT;2024/04/22 00:00:00;14:32:17;ID0857;MT;-24.220;0.00;211000076;
2024/04/09 00:00:00;2024/04/09 00:00:00;RS Dill 09.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519809;103625/094;-24.300;-24,300.0000;MT;2024/04/22 00:00:00;14:32:17;ID0857;MT;-24.300;0.00;211000076;
2024/04/09 00:00:00;2024/04/09 00:00:00;RS Dill 09.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519809;103625/094;-24.020;-24,020.0000;MT;2024/04/22 00:00:00;14:32:17;ID0857;MT;-24.020;0.00;211000076;
2024/04/08 00:00:00;2024/04/08 00:00:00;RS Dill 08.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519760;103625/094;-24.420;-24,420.0000;MT;2024/04/22 00:00:00;14:26:34;ID0857;MT;-24.420;0.00;211000076;
2024/04/08 00:00:00;2024/04/08 00:00:00;RS Dill 08.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519760;103625/094;-24.060;-24,060.0000;MT;2024/04/22 00:00:00;14:26:34;ID0857;MT;-24.060;0.00;211000076;
2024/04/08 00:00:00;2024/04/08 00:00:00;RS Dill 08.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519760;103625/094;-24.260;-24,260.0000;MT;2024/04/22 00:00:00;14:26:34;ID0857;MT;-24.260;0.00;211000076;
2024/04/08 00:00:00;2024/04/08 00:00:00;RS Dill 08.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519760;103625/094;-24.360;-24,360.0000;MT;2024/04/22 00:00:00;14:26:34;ID0857;MT;-24.360;0.00;211000076;
2024/04/08 00:00:00;2024/04/08 00:00:00;RS Dill 08.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519760;103625/094;-24.120;-24,120.0000;MT;2024/04/22 00:00:00;14:26:34;ID0857;MT;-24.120;0.00;211000076;
2024/04/07 00:00:00;2024/04/07 00:00:00;RS Dill 07.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519730;103625/094;-24.200;-24,200.0000;MT;2024/04/22 00:00:00;14:24:17;ID0857;MT;-24.200;0.00;211000076;
2024/04/07 00:00:00;2024/04/07 00:00:00;RS Dill 07.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519730;103625/094;-24.100;-24,100.0000;MT;2024/04/22 00:00:00;14:24:17;ID0857;MT;-24.100;0.00;211000076;
2024/04/06 00:00:00;2024/04/06 00:00:00;RS Dill 06.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519718;103625/094;-23.820;-23,820.0000;MT;2024/04/22 00:00:00;14:22:15;ID0857;MT;-23.820;0.00;211000076;
2024/04/06 00:00:00;2024/04/06 00:00:00;RS Dill 06.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519718;103625/094;-24.040;-24,040.0000;MT;2024/04/22 00:00:00;14:22:15;ID0857;MT;-24.040;0.00;211000076;
2024/04/06 00:00:00;2024/04/06 00:00:00;RS Dill 06.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519718;103625/094;-24.040;-24,040.0000;MT;2024/04/22 00:00:00;14:22:15;ID0857;MT;-24.040;0.00;211000076;
2024/04/06 00:00:00;2024/04/06 00:00:00;RS Dill 06.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054519718;103625/094;-24.160;-24,160.0000;MT;2024/04/22 00:00:00;14:22:15;ID0857;MT;-24.160;0.00;211000076;
2024/04/05 00:00:00;2024/04/05 00:00:00;RS Dill 05.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407169;103625/094;-23.920;-23,920.0000;MT;2024/04/06 00:00:00;12:04:45;ID0857;MT;-23.920;0.00;211000076;
2024/04/05 00:00:00;2024/04/05 00:00:00;RS Dill 05.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407169;103625/094;-24.280;-24,280.0000;MT;2024/04/06 00:00:00;12:04:45;ID0857;MT;-24.280;0.00;211000076;
2024/04/05 00:00:00;2024/04/05 00:00:00;RS Dill 05.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407169;103625/094;-23.940;-23,940.0000;MT;2024/04/06 00:00:00;12:04:45;ID0857;MT;-23.940;0.00;211000076;
2024/04/05 00:00:00;2024/04/05 00:00:00;RS Dill 05.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407169;103625/094;-24.480;-24,480.0000;MT;2024/04/06 00:00:00;12:04:45;ID0857;MT;-24.480;0.00;211000076;
2024/04/04 00:00:00;2024/04/04 00:00:00;RS Dill 04.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407168;103625/094;-24.340;-24,340.0000;MT;2024/04/06 00:00:00;12:04:07;ID0857;MT;-24.340;0.00;211000076;
2024/04/04 00:00:00;2024/04/04 00:00:00;RS Dill 04.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407168;103625/094;-24.420;-24,420.0000;MT;2024/04/06 00:00:00;12:04:07;ID0857;MT;-24.420;0.00;211000076;
2024/04/04 00:00:00;2024/04/04 00:00:00;RS Dill 04.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407168;103625/094;-24.180;-24,180.0000;MT;2024/04/06 00:00:00;12:04:07;ID0857;MT;-24.180;0.00;211000076;
2024/04/04 00:00:00;2024/04/04 00:00:00;RS Dill 04.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407168;103625/094;-24.440;-24,440.0000;MT;2024/04/06 00:00:00;12:04:07;ID0857;MT;-24.440;0.00;211000076;
2024/04/04 00:00:00;2024/04/04 00:00:00;RS Dill 04.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407168;103625/094;-24.320;-24,320.0000;MT;2024/04/06 00:00:00;12:04:07;ID0857;MT;-24.320;0.00;211000076;
2024/04/03 00:00:00;2024/04/03 00:00:00;RS Dill 03.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407165;103625/094;-24.320;-24,320.0000;MT;2024/04/06 00:00:00;12:02:29;ID0857;MT;-24.320;0.00;211000076;
2024/04/03 00:00:00;2024/04/03 00:00:00;RS Dill 03.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407165;103625/094;-24.200;-24,200.0000;MT;2024/04/06 00:00:00;12:02:29;ID0857;MT;-24.200;0.00;211000076;
2024/04/03 00:00:00;2024/04/03 00:00:00;RS Dill 03.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407165;103625/094;-24.460;-24,460.0000;MT;2024/04/06 00:00:00;12:02:29;ID0857;MT;-24.460;0.00;211000076;
2024/04/03 00:00:00;2024/04/03 00:00:00;RS Dill 03.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407165;103625/094;-23.820;-23,820.0000;MT;2024/04/06 00:00:00;12:02:29;ID0857;MT;-23.820;0.00;211000076;
2024/04/03 00:00:00;2024/04/03 00:00:00;RS Dill 03.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407165;103625/094;-24.300;-24,300.0000;MT;2024/04/06 00:00:00;12:02:29;ID0857;MT;-24.300;0.00;211000076;
2024/04/02 00:00:00;2024/04/02 00:00:00;RS Dill 02.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407154;103625/094;-24.220;-24,220.0000;MT;2024/04/06 00:00:00;11:58:51;ID0857;MT;-24.220;0.00;211000076;
2024/04/02 00:00:00;2024/04/02 00:00:00;RS Dill 02.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407154;103625/094;-24.280;-24,280.0000;MT;2024/04/06 00:00:00;11:58:51;ID0857;MT;-24.280;0.00;211000076;
2024/04/02 00:00:00;2024/04/02 00:00:00;RS Dill 02.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407154;103625/094;-24.120;-24,120.0000;MT;2024/04/06 00:00:00;11:58:51;ID0857;MT;-24.120;0.00;211000076;
2024/04/02 00:00:00;2024/04/02 00:00:00;RS Dill 02.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407154;103625/094;-24.100;-24,100.0000;MT;2024/04/06 00:00:00;11:58:51;ID0857;MT;-24.100;0.00;211000076;
2024/04/02 00:00:00;2024/04/02 00:00:00;RS Dill 02.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054407154;103625/094;-24.020;-24,020.0000;MT;2024/04/06 00:00:00;11:58:51;ID0857;MT;-24.020;0.00;211000076;
2024/04/01 00:00:00;2024/04/01 00:00:00;RS Dill 31.03.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054365668;103625/094;-24.160;-24,160.0000;MT;2024/04/04 00:00:00;12:42:05;ID0857;MT;-24.160;0.00;211000076;
2024/04/01 00:00:00;2024/04/01 00:00:00;RS Dill 31.03.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054365668;103625/094;-24.180;-24,180.0000;MT;2024/04/04 00:00:00;12:42:05;ID0857;MT;-24.180;0.00;211000076;
2024/04/01 00:00:00;2024/04/01 00:00:00;RS Dill 01.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054365673;103625/094;-24.240;-24,240.0000;MT;2024/04/04 00:00:00;12:42:58;ID0857;MT;-24.240;0.00;211000076;
2024/04/01 00:00:00;2024/04/01 00:00:00;RS Dill 01.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054365673;103625/094;-24.300;-24,300.0000;MT;2024/04/04 00:00:00;12:42:58;ID0857;MT;-24.300;0.00;211000076;
2024/04/01 00:00:00;2024/04/01 00:00:00;RS Dill 01.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054365673;103625/094;-24.340;-24,340.0000;MT;2024/04/04 00:00:00;12:42:58;ID0857;MT;-24.340;0.00;211000076;
2024/04/01 00:00:00;2024/04/01 00:00:00;RS Dill 01.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054365673;103625/094;-24.460;-24,460.0000;MT;2024/04/04 00:00:00;12:42:58;ID0857;MT;-24.460;0.00;211000076;
2024/04/01 00:00:00;2024/04/01 00:00:00;RS Dill 01.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054365673;103625/094;-24.400;-24,400.0000;MT;2024/04/04 00:00:00;12:42:58;ID0857;MT;-24.400;0.00;211000076;
2024/04/30 00:00:00;2024/04/30 00:00:00;BM Dill 30.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054669965;0827980723;-225.707;-225,707.0000;MT;2024/05/02 00:00:00;15:05:03;ID0857;MT;-225.707;0.00;211000065;
2024/04/29 00:00:00;2024/04/29 00:00:00;BM Dill 29.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054669957;0827980723;-20;-20,000.0000;MT;2024/05/02 00:00:00;15:03:34;ID0857;MT;-20;0.00;211000065;
2024/04/27 00:00:00;2024/04/27 00:00:00;Cancel 4054626802;121001072;Beet Molasses (F);2201;2018;Z04;4054629781;0827980723;20;20,000.0000;MT;2024/04/29 00:00:00;15:36:33;ID0857;MT;20;0.00;211000065;
2024/04/27 00:00:00;2024/04/27 00:00:00;BM Dill 27.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054626802;0827980723;-20;-20,000.0000;MT;2024/04/27 00:00:00;15:24:53;ID0857;MT;-20;0.00;211000065;
2024/04/27 00:00:00;2024/04/27 00:00:00;BM Dill 27.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054630127;0827980723;-20;-20,000.0000;MT;2024/04/29 00:00:00;16:01:41;ID0857;MT;-20;0.00;211000065;
2024/04/26 00:00:00;2024/04/26 00:00:00;BM Dill 26.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054630123;0827980723;-20;-20,000.0000;MT;2024/04/29 00:00:00;16:01:13;ID0857;MT;-20;0.00;211000065;
2024/04/25 00:00:00;2024/04/25 00:00:00;BM Dill 25.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054626795;0827980723;-20;-20,000.0000;MT;2024/04/27 00:00:00;15:24:02;ID0857;MT;-20;0.00;211000065;
2024/04/24 00:00:00;2024/04/24 00:00:00;BM Dill 24.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054586691;0827980723;-20;-20,000.0000;MT;2024/04/25 00:00:00;15:59:47;ID0857;MT;-20;0.00;211000065;
2024/04/23 00:00:00;2024/04/23 00:00:00;BM Dill 23.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054586683;0827980723;-20;-20,000.0000;MT;2024/04/25 00:00:00;15:59:00;ID0857;MT;-20;0.00;211000065;
2024/04/22 00:00:00;2024/04/22 00:00:00;BM Dill 22.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054541729;0827980723;-20;-20,000.0000;MT;2024/04/23 00:00:00;13:58:11;ID0857;MT;-20;0.00;211000065;
2024/04/20 00:00:00;2024/04/20 00:00:00;BM Dill 20.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054520181;0827980723;-20;-20,000.0000;MT;2024/04/22 00:00:00;15:18:00;ID0857;MT;-20;0.00;211000065;
2024/04/19 00:00:00;2024/04/19 00:00:00;BM Dill 19.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054520175;0827980723;-20;-20,000.0000;MT;2024/04/22 00:00:00;15:17:24;ID0857;MT;-20;0.00;211000065;
2024/04/18 00:00:00;2024/04/18 00:00:00;BM Dill 18.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054520170;0827980723;-20;-20,000.0000;MT;2024/04/22 00:00:00;15:16:45;ID0857;MT;-20;0.00;211000065;
2024/04/16 00:00:00;2024/04/16 00:00:00;BM Dill 16.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054520163;0827980723;-20;-20,000.0000;MT;2024/04/22 00:00:00;15:16:08;ID0857;MT;-20;0.00;211000065;
2024/04/15 00:00:00;2024/04/15 00:00:00;BM Dill 15.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054520130;0827980723;-20;-20,000.0000;MT;2024/04/22 00:00:00;15:13:44;ID0857;MT;-20;0.00;211000065;
2024/04/13 00:00:00;2024/04/13 00:00:00;BM Dill 13.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054520117;0827980723;-20;-20,000.0000;MT;2024/04/22 00:00:00;15:13:02;ID0857;MT;-20;0.00;211000065;
2024/04/12 00:00:00;2024/04/12 00:00:00;BM Dill 12.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054520114;0827980723;-20;-20,000.0000;MT;2024/04/22 00:00:00;15:12:26;ID0857;MT;-20;0.00;211000065;
2024/04/11 00:00:00;2024/04/11 00:00:00;BM Dill 11.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054520111;0827980723;-20;-20,000.0000;MT;2024/04/22 00:00:00;15:11:51;ID0857;MT;-20;0.00;211000065;
2024/04/09 00:00:00;2024/04/09 00:00:00;BM Dill 09.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054520105;0827980723;-20;-20,000.0000;MT;2024/04/22 00:00:00;15:11:18;ID0857;MT;-20;0.00;211000065;
2024/04/08 00:00:00;2024/04/08 00:00:00;BM Dill 08.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054520095;0827980723;-20;-20,000.0000;MT;2024/04/22 00:00:00;15:10:39;ID0857;MT;-20;0.00;211000065;
2024/04/07 00:00:00;2024/04/07 00:00:00;BM Dill 07.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054520077;0827980723;-20;-20,000.0000;MT;2024/04/22 00:00:00;15:09:34;ID0857;MT;-20;0.00;211000065;
2024/04/06 00:00:00;2024/04/06 00:00:00;BM Dill 06.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054520068;0827980723;-20;-20,000.0000;MT;2024/04/22 00:00:00;15:08:54;ID0857;MT;-20;0.00;211000065;
2024/04/05 00:00:00;2024/04/05 00:00:00;BM Dill 05.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054407203;0827980723;-20;-20,000.0000;MT;2024/04/06 00:00:00;12:21:05;ID0857;MT;-20;0.00;211000076;
2024/04/04 00:00:00;2024/04/04 00:00:00;BM Dill 04.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054407202;0827980723;-20;-20,000.0000;MT;2024/04/06 00:00:00;12:20:46;ID0857;MT;-20;0.00;211000076;
2024/04/03 00:00:00;2024/04/03 00:00:00;BM Dill 03.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054407187;0827980723;-20;-20,000.0000;MT;2024/04/06 00:00:00;12:20:23;ID0857;MT;-20;0.00;211000076;
2024/04/02 00:00:00;2024/04/02 00:00:00;BM Dill 02.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054407186;0827980723;-20;-20,000.0000;MT;2024/04/06 00:00:00;12:20:08;ID0857;MT;-20;0.00;211000065;
2024/04/01 00:00:00;2024/04/01 00:00:00;BM Dill 01.04.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054407183;0827980723;-20;-20,000.0000;MT;2024/04/06 00:00:00;12:19:19;ID0857;MT;-20;0.00;211000065;
2024/04/01 00:00:00;2024/04/01 00:00:00;BM Dill 31.03.2024;121001072;Beet Molasses (F);2201;2018;Z03;4054407185;0827980723;-20;-20,000.0000;MT;2024/04/06 00:00:00;12:19:44;ID0857;MT;-20;0.00;211000065;
